COLUMN_NAME,TYPE_NAME,IS_NULLABLE,DECIMAL_DIGITS,COLUMN_SIZE,COLUMN_DEF,REMARKS,DATA_TYPE,BUFFER_LENGTH,NUM_PREC_RADIX,NULLABLE,SQL_DATA_TYPE,SQL_DATETIME_SUB,CHAR_OCTET_LENGTH,ORDINAL_POSITION
IDCITYLOOKUP,INTEGER,NO,0,10,,,4,,10,0,,,,1
CITY,VARCHAR,YES,,45,NULL,,12,,,1,,,90,2
COUNTRYLOOKUP_IDCOUNTRYLOOKUP,INTEGER,NO,0,10,,,4,,10,0,,,,3
