COLUMN_NAME,TYPE_NAME,IS_NULLABLE,DECIMAL_DIGITS,COLUMN_SIZE,COLUMN_DEF,REMARKS,DATA_TYPE,BUFFER_LENGTH,NUM_PREC_RADIX,NULLABLE,SQL_DATA_TYPE,SQL_DATETIME_SUB,CHAR_OCTET_LENGTH,ORDINAL_POSITION
IDTRAVEL,INTEGER,NO,0,10,AUTOINCREMENT: start 1 increment 1,,4,,10,0,,,,1
DATEDEPARTURE,TIMESTAMP,YES,6,26,NULL,,93,,10,1,,,,2
DATERETURN,TIMESTAMP,YES,6,26,NULL,,93,,10,1,,,,3
DESCRIPTION,VARCHAR,YES,,100,NULL,,12,,,1,,,200,4
CONFERENCE_IDCONFERENCE,INTEGER,NO,0,10,,,4,,10,0,,,,5
